Cast1,Cast2,Cast3,Country1,Country2,Country3,Country4,Date Added,Director1,Director2,Director3,Duration,Genre1,Genre2,Genre3,Rating,Release Year,Show Id,Title,Type,F1
Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta,United States,NA,NA,NA,12/31/2019,David Mirkin,NA,NA,124 min,Comedies, Romantic Movies,NA,PG-13,6/25/1905,s6950,Heartbreakers,Movie,6950
Reese Witherspoon, Luke Wilson, Selma Blair,United States,NA,NA,NA,4/1/2021,Robert Luketic,NA,NA,96 min,Comedies, Romantic Movies,NA,PG-13,6/25/1905,s1122,Legally Blonde,Movie,1122
Adam Sandler, Winona Ryder, Peter Gallagher,United States,NA,NA,NA,8/1/2020,Steve Brill,NA,NA,97 min,Comedies, Romantic Movies,NA,PG-13,6/26/1905,s7518,Mr. Deeds,Movie,7518
Jack Nicholson, Diane Keaton, Keanu Reeves,United States,NA,NA,NA,8/1/2019,Nancy Meyers,NA,NA,128 min,Comedies, Romantic Movies,NA,PG-13,6/27/1905,s8056,Something's Gotta Give,Movie,8056
Adam Sandler, Drew Barrymore, Rob Schneider,United States,NA,NA,NA,12/1/2020,Peter Segal,NA,NA,99 min,Comedies, Romantic Movies,NA,PG-13,6/28/1905,s6019,50 First Dates,Movie,6019
Jennifer Lopez, Jane Fonda, Michael Vartan,United States, Germany,NA,NA,1/1/2020,Robert Luketic,NA,NA,101 min,Comedies, Romantic Movies,NA,PG-13,6/29/1905,s7504,Monster-in-Law,Movie,7504
Will Smith, Eva Mendes, Kevin James,United States,NA,NA,NA,1/1/2020,Andy Tennant,NA,NA,118 min,Comedies, Romantic Movies,NA,PG-13,6/29/1905,s6978,Hitch,Movie,6978
Carmen Electra, Stacey Dash, Vivica A. Fox,United States,NA,NA,NA,11/1/2019,David Silberg,NA,NA,85 min,Comedies, Romantic Movies,NA,PG-13,6/29/1905,s6844,Getting Played,Movie,6844
Will Ferrell, Maggie Gyllenhaal, Dustin Hoffman,United States, United Kingdom,NA,NA,10/1/2020,Marc Forster,NA,NA,113 min,Comedies, Romantic Movies,NA,PG-13,6/30/1905,s8102,Stranger than Fiction,Movie,8102
Dane Cook, Jessica Simpson, Dax Shepard,United States,NA,NA,NA,10/1/2020,Greg Coolidge,NA,NA,108 min,Comedies, Romantic Movies,NA,PG-13,6/30/1905,s6693,Employee of the Month,Movie,6693
Vince Vaughn, Reese Witherspoon, Robert Duvall,Germany, United States,NA,NA,1/1/2021,Seth Gordon,NA,NA,88 min,Comedies, Romantic Movies,NA,PG-13,7/2/1905,s6791,Four Christmases,Movie,6791
Jim Carrey, Zooey Deschanel, Bradley Cooper,United States, United Kingdom,NA,NA,4/1/2021,Peyton Reed,NA,NA,104 min,Comedies, Romantic Movies,NA,PG-13,7/2/1905,s1145,Yes Man,Movie,1145
Ricky Gervais, Jennifer Garner, Jonah Hill,United States,NA,NA,NA,1/1/2020,Ricky Gervais, Matthew Robinson,NA,99 min,Comedies, Romantic Movies,NA,PG-13,7/3/1905,s8366,The Invention of Lying,Movie,8366
Emma Stone, Penn Badgley, Amanda Bynes,United States,NA,NA,NA,11/1/2020,Will Gluck,NA,NA,92 min,Comedies, Romantic Movies,NA,PG-13,7/4/1905,s6663,Easy A,Movie,6663
Russell Brand, Helen Mirren, Greta Gerwig,United States,NA,NA,NA,4/1/2019,Jason Winer,NA,NA,110 min,Comedies, Romantic Movies,NA,PG-13,7/5/1905,s6186,Arthur,Movie,6186
Angela Bassett, Paula Patton, Laz Alonso,United States,NA,NA,NA,11/1/2020,Salim Akil,NA,NA,113 min,Comedies, Romantic Movies,NA,PG-13,7/5/1905,s7150,Jumping the Broom,Movie,7150
Ashley Judd, Patrick Wilson, Whoopi Goldberg,United States,NA,NA,NA,6/5/2020,Adriana Trigiani,NA,NA,103 min,Comedies, Romantic Movies,NA,PG-13,7/8/1905,s2420,Big Stone Gap,Movie,2420
Shannon Purser, Kristine Froseth, RJ Cyler,United States,NA,NA,NA,9/7/2018,Ian Samuels,NA,NA,106 min,Comedies, Romantic Movies,NA,PG-13,7/12/1905,s4658,Sierra Burgess Is A Loser,Movie,4658
Lauren Swickard, Josh Swickard, Ali Afshar,United States,NA,NA,NA,12/14/2020,Shaun Paul Piccinino,NA,NA,107 min,Comedies, Romantic Movies,NA,PG-13,7/14/1905,s1551,A California Christmas,Movie,1551
David Duchovny, Julianne Moore, Orlando Jones,United States,NA,NA,NA,11/20/2019,Ivan Reitman,NA,NA,102 min,Comedies, Sci-Fi & Fantasy,NA,PG-13,6/25/1905,s6716,Evolution,Movie,6716
Adam Sandler, Kate Beckinsale, Christopher Walken,United States,NA,NA,NA,1/1/2020,Frank Coraci,NA,NA,108 min,Comedies, Sci-Fi & Fantasy,NA,PG-13,6/30/1905,s6498,Click,Movie,6498
Mike Myers, Jessica Alba, Justin Timberlake,United Kingdom, Germany, United States,NA,11/20/2019,Marco Schnabel,NA,NA,87 min,Comedies, Sports Movies,NA,PG-13,7/2/1905,s8407,The Love Guru,Movie,8407
Adam Sandler, Kathy Bates, Henry Winkler,United States,NA,NA,NA,3/8/2017,Frank Coraci,NA,NA,90 min,Comedies, Sports Movies,NA,PG-13,6/22/1905,s8555,The Waterboy,Movie,8555
Andy Samberg, Jorma Taccone, Bill Hader,United States,NA,NA,NA,11/20/2019,Akiva Schaffer,NA,NA,88 min,Comedies, Sports Movies,NA,PG-13,7/1/1905,s7006,Hot Rod,Movie,7006
Chris Klein, Jon Lovitz, Chelsey Reist,United States,NA,NA,NA,12/31/2019,Jon Rosenbaum,NA,NA,90 min,Comedies, Sports Movies,NA,PG-13,7/13/1905,s3081,Benchwarmers 2: Breaking Balls,Movie,3081
Josh Brolin, George Clooney, Scarlett Johansson,United States, United Kingdom, Japan,NA,4/16/2020,Ethan Coen, Joel Coen,NA,106 min,Comedies,NA,NA,PG-13,7/10/1905,s2678,"Hail, Caesar!",Movie,2678
Leslie Nielsen, Priscilla Presley, George Kennedy,,NA,NA,NA,1/1/2020,David Zucker,NA,NA,85 min,Comedies,NA,NA,PG-13,6/15/1905,s8434,The Naked Gun 2 1/2: The Smell of Fear,Movie,8434
Faizon Love, Vanessa Bell Calloway, Wayne Collins,United States,NA,NA,NA,11/20/2019,Bruce W. Smith,NA,NA,73 min,Comedies,NA,NA,PG-13,6/16/1905,s6268,Bebe's Kids,Movie,6268
Molly Shannon, Will Ferrell, Elaine Hendrix,United States,NA,NA,NA,11/20/2019,Bruce McCulloch,NA,NA,82 min,Comedies,NA,NA,PG-13,6/23/1905,s8131,Superstar,Movie,8131
Adam Sandler, Joey Lauren Adams, Jon Stewart,United States,NA,NA,NA,10/1/2020,Dennis Dugan,NA,NA,93 min,Comedies,NA,NA,PG-13,6/23/1905,s6304,Big Daddy,Movie,6304
Adam Sandler, Patricia Arquette, Harvey Keitel,United States,NA,NA,NA,12/1/2020,Steve Brill,NA,NA,90 min,Comedies,NA,NA,PG-13,6/24/1905,s7317,Little Nicky,Movie,7317
Adam Sandler, Jack Nicholson, Marisa Tomei,United States,NA,NA,NA,11/1/2019,Peter Segal,NA,NA,105 min,Comedies,NA,NA,PG-13,6/27/1905,s6165,Anger Management,Movie,6165
Eric Christian Olsen, Derek Richardson, Rachel Nichols,United States,NA,NA,NA,10/1/2019,Troy Miller,NA,NA,85 min,Comedies,NA,NA,PG-13,6/27/1905,s6656,Dumb and Dumberer: When Harry Met Lloyd,Movie,6656
Justin Long, Jonah Hill, Adam Herschman,United States,NA,NA,NA,4/2/2021,Steve Pink,NA,NA,93 min,Comedies,NA,NA,PG-13,6/30/1905,s1103,Accepted,Movie,1103
Billy Bob Thornton, Seann William Scott, Ethan Suplee,United States,NA,NA,NA,9/1/2019,Craig Gillespie,NA,NA,88 min,Comedies,NA,NA,PG-13,7/1/1905,s7521,Mr. Woodcock,Movie,7521
Diane Keaton, Queen Latifah, Katie Holmes,United States,NA,NA,NA,11/1/2019,Callie Khouri, Jesse V. Johnson,NA,99 min,Comedies,NA,NA,PG-13,7/2/1905,s7370,Mad Money,Movie,7370
Zac Efron, Leslie Mann, Matthew Perry,United States,NA,NA,NA,1/1/2021,Burr Steers,NA,NA,102 min,Comedies,NA,NA,PG-13,7/3/1905,s5994,17 Again,Movie,5994
Steve Carell, Paul Rudd, Zach Galifianakis,United States,NA,NA,NA,1/1/2020,Jay Roach,NA,NA,115 min,Comedies,NA,NA,PG-13,7/4/1905,s6613,Dinner for Schmucks,Movie,6613
Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear,United States,NA,NA,NA,3/23/2019,Douglas McGrath,NA,NA,89 min,Comedies,NA,NA,PG-13,7/5/1905,s7045,I Don't Know How She Does It,Movie,7045
Meaghan Martin, Maiara Walsh, Jennifer Stone,United States,NA,NA,NA,1/1/2021,Melanie Mayron,NA,NA,98 min,Comedies,NA,NA,PG-13,7/5/1905,s1460,Mean Girls 2,Movie,1460
Eddie Murphy, Kerry Washington, Cliff Curtis,United States,NA,NA,NA,7/1/2020,Brian Robbins,NA,NA,92 min,Comedies,NA,NA,PG-13,7/6/1905,s6062,A Thousand Words,Movie,6062
Ian Hecox, Anthony Padilla, Jenna Marbles,United States,NA,NA,NA,9/22/2015,Alex Winter,NA,NA,83 min,Comedies,NA,NA,PG-13,7/9/1905,s8046,SMOSH: The Movie,Movie,8046
Sam Rockwell, Amy Ryan, Will Forte,United States,NA,NA,NA,3/1/2020,Jared Hess,NA,NA,96 min,Comedies,NA,NA,PG-13,7/9/1905,s6626,Don Verdean,Movie,6626
Shirley MacLaine, Jessica Lange, Billy Connolly,Germany, United States,NA,NA,5/13/2017,Andy Tennant,NA,NA,86 min,Comedies,NA,NA,PG-13,7/10/1905,s5488,Wild Oats,Movie,5488
Eugenio Derbez, Salma Hayek, Rob Lowe,Mexico, United States,NA,NA,11/1/2019,Ken Marino,NA,NA,116 min,Comedies,NA,NA,PG-13,7/11/1905,s7015,How to Be a Latin Lover,Movie,7015
Cristine Prosperi, Jordan Rodrigues, Gia Re,United States,NA,NA,NA,8/29/2017,Robert Adetuyi,NA,NA,95 min,Comedies,NA,NA,PG-13,7/11/1905,s6378,Bring It On: Worldwide Showdown,Movie,6378
Megalyn Echikunwoke, Eden Sher, Lyndon Smith,United States,NA,NA,NA,1/19/2018,Charles Stone III,NA,NA,108 min,Comedies,NA,NA,PG-13,7/12/1905,s5073,Step Sisters,Movie,5073
Adam Sandler, Jennifer Aniston, Luke Evans,United States,NA,NA,NA,6/14/2019,Kyle Newacheck,NA,NA,98 min,Comedies,NA,NA,PG-13,7/13/1905,s3754,Murder Mystery,Movie,3754
,NA,NA,Denmark, Indonesia, Finland, Norway,2/26/2016,Joshua Oppenheimer,NA,NA,103 min,Documentaries, International Movies,NA,PG-13,7/8/1905,s8404,The Look of Silence,Movie,8404
Thelonious Monk, Samuel E. Wright,NA,United States,NA,NA,NA,11/1/2019,Charlotte Zwerin,NA,NA,89 min,Documentaries, Music & Musicals,NA,PG-13,6/12/1905,s8573,"Thelonious Monk: Straight, No Chaser",Movie,8573
Tommy the Clown, Tight Eyez,NA,United States, United Kingdom,NA,NA,10/1/2020,David LaChapelle,NA,NA,87 min,Documentaries, Music & Musicals,NA,PG-13,6/29/1905,s1917,Rize,Movie,1917
Darlene Love, Merry Clayton, Lisa Fischer,United States,NA,NA,NA,9/22/2018,Morgan Neville,NA,NA,91 min,Documentaries, Music & Musicals,NA,PG-13,7/7/1905,s5997,20 Feet From Stardom,Movie,5997
Steve Young,NA,NA,United States,NA,NA,NA,5/9/2019,Dava Whisenant,NA,NA,87 min,Documentaries, Music & Musicals,NA,PG-13,7/12/1905,s6252,Bathtubs Over Broadway,Movie,6252
Jakob Dylan, Ringo Starr, Michelle Phillips,United States,NA,NA,NA,10/24/2019,Andrew Slater,NA,NA,82 min,Documentaries, Music & Musicals,NA,PG-13,7/13/1905,s3384,Echo in the Canyon,Movie,3384
Montrail 'Money' Brown, O.C. Brown, Bill Courtney,United States,NA,NA,NA,8/18/2017,Daniel Lindsay, T.J. Martin,NA,113 min,Documentaries, Sports Movies,NA,PG-13,7/5/1905,s5323,Undefeated,Movie,5323
Kevin Costner,NA,NA,United States,NA,NA,NA,2/1/2017,Vlad Yudin,NA,NA,111 min,Documentaries, Sports Movies,NA,PG-13,7/10/1905,s8356,The Hurt Business,Movie,8356
,NA,NA,United States,NA,NA,NA,10/1/2017,Vlad Yudin,NA,NA,107 min,Documentaries, Sports Movies,NA,PG-13,7/11/1905,s5241,Generation Iron 2,Movie,5241
,NA,NA,United States,NA,NA,NA,6/24/2020,Bonni Cohen, Jon Shenk,NA,104 min,Documentaries, Sports Movies,NA,PG-13,7/14/1905,s2342,Athlete A,Movie,2342
Samuel L. Jackson, Joey Starr,NA,Switzerland, France, Belgium, United States,7/3/2020,Raoul Peck,NA,NA,94 min,Documentaries,NA,NA,PG-13,7/11/1905,s2297,I Am Not Your Negro,Movie,2297
Chris Rock, Nia Long, Maya Angelou,United States,NA,NA,NA,1/1/2021,Jeff Stilson,NA,NA,96 min,Documentaries,NA,NA,PG-13,7/3/1905,s1455,Good Hair,Movie,1455
,NA,NA,United States,NA,NA,NA,9/29/2020,Lee Hirsch,NA,NA,98 min,Documentaries,NA,NA,PG-13,7/6/1905,s1935,Bully,Movie,1935
Donald Rumsfeld, Errol Morris,NA,United States,NA,NA,NA,2/22/2019,Errol Morris,NA,NA,103 min,Documentaries,NA,NA,PG-13,7/7/1905,s8548,The Unknown Known,Movie,8548
,NA,NA,United States,NA,NA,NA,5/1/2020,Gabriela Cowperthwaite,NA,NA,83 min,Documentaries,NA,NA,PG-13,7/7/1905,s6330,Blackfish,Movie,6330
,NA,NA,United States,NA,NA,NA,4/28/2017,Christopher S. Rech, Brandon Kimber,NA,91 min,Documentaries,NA,NA,PG-13,7/8/1905,s6048,A Murder in the Park,Movie,6048
Malala Yousafzai,NA,NA,United States, United Arab Emirates,NA,NA,6/1/2018,Davis Guggenheim,NA,NA,89 min,Documentaries,NA,NA,PG-13,7/9/1905,s6945,He Named Me Malala,Movie,6945
Jeremy Scott,NA,NA,United States,NA,NA,NA,4/1/2016,Vlad Yudin,NA,NA,109 min,Documentaries,NA,NA,PG-13,7/9/1905,s7125,Jeremy Scott: The People's Designer,Movie,7125
Werner Herzog,NA,NA,United States,NA,NA,NA,12/23/2016,Werner Herzog,NA,NA,98 min,Documentaries,NA,NA,PG-13,7/10/1905,s7324,Lo and Behold: Reveries of the Connected World,Movie,7324
Viola Davis, Denzel Washington, Stephen Henderson,United States,NA,NA,NA,12/11/2020,James D. Stern, Fernando Villena,NA,91 min,Documentaries,NA,NA,PG-13,7/14/1905,s1559,Giving Voice,Movie,1559
Skyler Gisondo, Kara Hayward, Vincent Kartheiser,United States,NA,NA,NA,9/9/2020,Jeff Orlowski,NA,NA,94 min,Documentaries,NA,NA,PG-13,7/14/1905,s2036,The Social Dilemma,Movie,2036
Meryl Streep, Philip Seymour Hoffman, Amy Adams,United States,NA,NA,NA,3/7/2019,John Patrick Shanley,NA,NA,104 min,Dramas, Faith & Spirituality,NA,PG-13,7/2/1905,s6638,Doubt,Movie,6638
Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh,United States,NA,NA,NA,8/27/2020,Cyrus Nowrasteh,NA,NA,111 min,Dramas, Faith & Spirituality,NA,PG-13,7/10/1905,s2093,The Young Messiah,Movie,2093
Kevin Sorbo, Mollee Gray, Eric Roberts,United States,NA,NA,NA,4/28/2020,Paul Munger,NA,NA,116 min,Dramas, Faith & Spirituality,NA,PG-13,7/13/1905,s2623,The Reliant,Movie,2623
Joaquim de Almeida, Goran Visnjic, Stephanie Gil,Portugal, United States,NA,NA,1/31/2021,Marco Pontecorvo,NA,NA,113 min,Dramas, Faith & Spirituality,NA,PG-13,7/14/1905,s1367,Fatima,Movie,1367
Elle Fanning, Alessandro Nivola, Christina Hendricks,United Kingdom, Denmark, Canada, Croatia,7/15/2018,Sally Potter,NA,NA,90 min,Dramas, Independent Movies,NA,PG-13,7/6/1905,s6855,Ginger & Rosa,Movie,6855
Matthew McConaughey, Reese Witherspoon, Tye Sheridan,United States,NA,NA,NA,1/1/2021,Jeff Nichols,NA,NA,131 min,Dramas, Independent Movies,NA,PG-13,7/6/1905,s7524,Mud,Movie,7524
Vanessa Hudgens, James Earl Jones, Rosario Dawson,United States,NA,NA,NA,1/1/2021,Ron Krauss,NA,NA,101 min,Dramas, Independent Movies,NA,PG-13,7/7/1905,s1453,Gimme Shelter,Movie,1453
Al Pacino, Holly Hunter, Harmony Korine,United States,NA,NA,NA,4/16/2017,David Gordon Green,NA,NA,97 min,Dramas, Independent Movies,NA,PG-13,7/8/1905,s7396,Manglehorn,Movie,7396
Carey Mulligan, Ed Oxenbould, Bill Camp,United States,NA,NA,NA,9/1/2020,Paul Dano,NA,NA,105 min,Dramas, Independent Movies,NA,PG-13,7/12/1905,s8744,Wildlife,Movie,8744
Jessica Chastain, Colin Farrell, Samantha Morton,Norway, United Kingdom, France, Ireland,9/2/2015,Liv Ullmann,NA,NA,130 min,Dramas, International Movies,NA,PG-13,7/8/1905,s7466,Miss Julie,Movie,7466
Idris Elba, Naomie Harris, Tony Kgoroge,United Kingdom, South Africa, France,NA,3/29/2021,Justin Chadwick,NA,NA,141 min,Dramas, International Movies,NA,PG-13,7/7/1905,s1154,Mandela: Long Walk to Freedom,Movie,1154
Milan Maric, Danila Kozlovsky, Helena Sujecka,Russia, Poland, Serbia,NA,10/26/2018,Aleksey German,NA,NA,126 min,Dramas, International Movies,NA,PG-13,7/12/1905,s4473,Dovlatov,Movie,4473
Satinder Sartaaj, Shabana Azmi, Jason Flemyng,United Kingdom, India, United States,NA,10/3/2018,Kavi Raz,NA,NA,121 min,Dramas, International Movies,NA,PG-13,7/11/1905,s4538,The Black Prince,Movie,4538
Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot,France,NA,NA,NA,9/21/2019,Gilles Paquet-Brenner,NA,NA,102 min,Dramas, International Movies,NA,PG-13,7/4/1905,s7936,Sarah's Key,Movie,7936
Leila Hatami, Peyman Moaadi, Shahab Hosseini,Iran, France,NA,NA,3/16/2019,Asghar Farhadi,NA,NA,123 min,Dramas, International Movies,NA,PG-13,7/5/1905,s6057,A Separation,Movie,6057
Meryl Streep, Jim Broadbent, Alexandra Roach,United Kingdom, France,NA,NA,7/7/2019,Phyllida Lloyd,NA,NA,105 min,Dramas, International Movies,NA,PG-13,7/5/1905,s8370,The Iron Lady,Movie,8370
Natalie Portman, Gilad Kahana, Amir Tessler,Israel, United States,NA,NA,10/25/2019,Natalie Portman,NA,NA,98 min,Dramas, International Movies,NA,PG-13,7/9/1905,s6060,A Tale of Love and Darkness,Movie,6060
Carey Mulligan, Helena Bonham Carter, Brendan Gleeson,United Kingdom, France,NA,NA,11/16/2019,Sarah Gavron,NA,NA,107 min,Dramas, International Movies,NA,PG-13,7/9/1905,s3262,Suffragette,Movie,3262
Sophia Loren, Ibrahima Gueye, Renato Carpentieri,Italy,NA,NA,NA,11/13/2020,Edoardo Ponti,NA,NA,95 min,Dramas, International Movies,NA,PG-13,7/14/1905,s1706,The Life Ahead,Movie,1706
Carey Mulligan, Ralph Fiennes, Lily James,United Kingdom,NA,NA,NA,1/29/2021,Simon Stone,NA,NA,113 min,Dramas, International Movies,NA,PG-13,7/15/1905,s1371,The Dig,Movie,1371
Elle Fanning, Naomi Watts, Susan Sarandon,United States,NA,NA,NA,8/28/2017,Gaby Dellal,NA,NA,92 min,Dramas, LGBTQ Movies,NA,PG-13,7/9/1905,s6009,3 Generations,Movie,6009
Chadwick Boseman, Nelsan Ellis, Dan Aykroyd,United Kingdom, United States,NA,NA,3/16/2021,Tate Taylor,NA,NA,139 min,Dramas, Music & Musicals,NA,PG-13,7/8/1905,s1198,Get on Up,Movie,1198
Winona Ryder, Anne Bancroft, Ellen Burstyn,United States,NA,NA,NA,4/1/2018,Jocelyn Moorhouse,NA,NA,116 min,Dramas, Romantic Movies,NA,PG-13,6/19/1905,s7019,How to Make an American Quilt,Movie,7019
Anne Hathaway, James McAvoy, Julie Walters,United Kingdom, Ireland,NA,NA,1/12/2019,Julian Jarrold,NA,NA,121 min,Dramas, Romantic Movies,NA,PG-13,7/1/1905,s6271,Becoming Jane,Movie,6271
Hilary Swank, Gerard Butler, Lisa Kudrow,United States,NA,NA,NA,4/1/2019,Richard LaGravenese,NA,NA,126 min,Dramas, Romantic Movies,NA,PG-13,7/1/1905,s7691,P.S. I Love You,Movie,7691
Richard Gere, Diane Lane, Christopher Meloni,United States, Australia,NA,NA,7/1/2019,George C. Wolfe,NA,NA,97 min,Dramas, Romantic Movies,NA,PG-13,7/2/1905,s7588,Nights in Rodanthe,Movie,7588
Robert Pattinson, Emilie de Ravin, Chris Cooper,United States,NA,NA,NA,8/1/2020,Allen Coulter,NA,NA,112 min,Dramas, Romantic Movies,NA,PG-13,7/4/1905,s7855,Remember Me,Movie,7855
Cher, Christina Aguilera, Alan Cumming,United States,NA,NA,NA,12/16/2019,Steve Antin,NA,NA,119 min,Dramas, Romantic Movies,NA,PG-13,7/4/1905,s6391,Burlesque,Movie,6391
Julia Roberts, James Franco, Javier Bardem,United States,NA,NA,NA,9/10/2019,Ryan Murphy,NA,NA,140 min,Dramas, Romantic Movies,NA,PG-13,7/4/1905,s6665,Eat Pray Love,Movie,6665
Kat Graham, Mario Lopez, Audrina Patridge,United States,NA,NA,NA,10/1/2019,Bille Woodruff,NA,NA,111 min,Dramas, Romantic Movies,NA,PG-13,7/5/1905,s6991,Honey 2,Movie,6991
Josh Duhamel, Julianne Hough, Cobie Smulders,United States,NA,NA,NA,3/4/2021,Lasse Hallström,NA,NA,116 min,Dramas, Romantic Movies,NA,PG-13,7/7/1905,s1241,Safe Haven,Movie,1241
Emily Watson, Charlie Cox, Felicity Jones,United Kingdom, Japan,NA,NA,12/16/2018,James Marsh,NA,NA,123 min,Dramas, Romantic Movies,NA,PG-13,7/8/1905,s4295,The Theory of Everything,Movie,4295
Joel Edgerton, Ruth Negga, Marton Csokas,United Kingdom, United States,NA,NA,11/16/2020,Jeff Nichols,NA,NA,124 min,Dramas, Romantic Movies,NA,PG-13,7/10/1905,s1690,Loving,Movie,1690
Zoey Deutch, Halston Sage, Erica Tremblay,United States,NA,NA,NA,6/8/2020,Ry Russo-Young,NA,NA,98 min,Dramas, Romantic Movies,NA,PG-13,7/11/1905,s2412,Before I Fall,Movie,2412
Josephine Langford, Hero Fiennes Tiffin, Selma Blair,United States,NA,NA,NA,10/9/2019,Jenny Gage,NA,NA,106 min,Dramas, Romantic Movies,NA,PG-13,7/13/1905,s3439,After,Movie,3439
Leslie Bibb, Josh Duhamel, Nora Dunn,United States,NA,NA,NA,8/10/2020,Vicky Wight,NA,NA,110 min,Dramas, Romantic Movies,NA,PG-13,7/14/1905,s2147,The Lost Husband,Movie,2147
Peter Dinklage, Julia Ormond, Martin Donovan,United Kingdom, United States, Canada,NA,6/1/2020,Mark Palansky,NA,NA,112 min,Dramas, Sci-Fi & Fantasy,NA,PG-13,7/11/1905,s7856,Rememory,Movie,7856
Lewis MacDougall, Sigourney Weaver, Felicity Jones,United Kingdom, Spain, United States,NA,1/16/2021,J.A. Bayona,NA,NA,108 min,Dramas, Sci-Fi & Fantasy,NA,PG-13,7/10/1905,s1398,A Monster Calls,Movie,1398
Sylvester Stallone, Talia Shire, Burt Young,United States,NA,NA,NA,8/1/2019,John G. Avildsen,NA,NA,104 min,Dramas, Sports Movies,NA,PG-13,6/14/1905,s7884,Rocky V,Movie,7884
Samuel L. Jackson, Rob Brown, Robert Ri'chard,United States, Germany,NA,NA,1/1/2020,Thomas Carter,NA,NA,137 min,Dramas, Sports Movies,NA,PG-13,6/29/1905,s6511,Coach Carter,Movie,6511
Morgan Freeman, Matt Damon, Tony Kgoroge,United States,NA,NA,NA,11/1/2019,Clint Eastwood,NA,NA,134 min,Dramas, Sports Movies,NA,PG-13,7/3/1905,s7092,Invictus,Movie,7092
Michael Roark, Trace Adkins, Ali Afshar,United States,NA,NA,NA,5/2/2020,Alex Ranarivelo,NA,NA,94 min,Dramas, Sports Movies,NA,PG-13,7/13/1905,s2567,Bennett's War,Movie,2567
Chiwetel Ejiofor, Nicole Kidman, Julia Roberts,United States, United Kingdom, Spain, South Korea,4/1/2018,Billy Ray,NA,NA,111 min,Dramas, Thrillers,NA,PG-13,7/9/1905,s7970,Secret in Their Eyes,Movie,7970
Julia Roberts, Denzel Washington, Sam Shepard,United States,NA,NA,NA,11/1/2019,Alan J. Pakula,NA,NA,141 min,Dramas, Thrillers,NA,PG-13,6/17/1905,s8450,The Pelican Brief,Movie,8450
Matt Damon, Danny DeVito, Claire Danes,United States, Germany,NA,NA,11/20/2019,Francis Ford Coppola,NA,NA,136 min,Dramas, Thrillers,NA,PG-13,6/21/1905,s8474,The Rainmaker,Movie,8474
Don Cheadle, Guy Pearce, Saïd Taghmaoui,United States,NA,NA,NA,7/1/2018,Jeffrey Nachmanoff,NA,NA,114 min,Dramas, Thrillers,NA,PG-13,7/2/1905,s8616,Traitor,Movie,8616
Russell Crowe, Elizabeth Banks, Brian Dennehy,United States, France,NA,NA,1/22/2021,Paul Haggis,NA,NA,133 min,Dramas, Thrillers,NA,PG-13,7/4/1905,s1388,The Next Three Days,Movie,1388
Adrien Brody, Salma Hayek, Shohreh Aghdashloo,United States,NA,NA,NA,8/24/2020,Wayne Blair,NA,NA,110 min,Dramas, Thrillers,NA,PG-13,7/10/1905,s2101,Septembers of Shiraz,Movie,2101
Ansel Elgort, Chloë Grace Moretz, David Strathairn,United States,NA,NA,NA,7/3/2020,Sacha Gervasi,NA,NA,86 min,Dramas, Thrillers,NA,PG-13,7/11/1905,s7620,November Criminals,Movie,7620
Lee Pace, Carrie Coon, Sander Thomas,United States,NA,NA,NA,9/1/2018,Karen Moncrieff,NA,NA,95 min,Dramas, Thrillers,NA,PG-13,7/11/1905,s8376,The Keeping Hours,Movie,8376
Oscar Isaac, Ben Kingsley, Lior Raz,United States,NA,NA,NA,2/20/2021,Chris Weitz,NA,NA,123 min,Dramas, Thrillers,NA,PG-13,7/12/1905,s1289,Operation Finale,Movie,1289
Amy Ryan, Nick Robinson, Margaret Qualley,Canada,NA,NA,NA,8/30/2020,Rowan Athale,NA,NA,96 min,Dramas, Thrillers,NA,PG-13,7/13/1905,s8101,Strange but True,Movie,8101
Willem Dafoe, Rupert Friend, Oscar Isaac,Ireland, Switzerland, United Kingdom, France,3/31/2021,Julian Schnabel,NA,NA,111 min,Dramas,NA,NA,PG-13,7/12/1905,s1146,At Eternity's Gate,Movie,1146
